mortgage_id,customer_id,origination_date,original_balance,current_balance,mortgage_rate,original_term_years,remaining_term_months,monthly_payment,ltv,property_value,delinquency_flag
M0108405,C0108405,2019-10-01,368000,338000,6.892,30,277,2421.68,0.706,479000,0
M0108406,C0108406,2024-12-12,401000,393000,5.084,30,340,2173.29,0.605,650000,0
M0108407,C0108407,2020-01-28,529000,488000,4.623,30,281,2719.16,0.682,716000,0
M0108408,C0108408,2024-11-19,723000,692000,5.593,15,159,5943.25,0.574,1205000,0
M0108409,C0108409,2023-03-20,85000,78000,5.831,15,139,709.54,0.569,137000,0
M0108410,C0108410,2022-07-29,169000,161000,4.812,30,311,887.91,0.641,251000,0
M0108411,C0108411,2024-05-10,356000,337000,6.148,15,152,3032.67,0.564,598000,0
M0108412,C0108412,2022-03-29,376000,337000,7.051,15,127,3390.32,0.606,556000,1
M0108413,C0108413,2022-04-06,151000,143000,6.485,30,307,952.93,0.504,284000,0
M0108414,C0108414,2020-07-05,222000,206000,5.552,30,286,1267.74,0.477,432000,0
M0108415,C0108415,2023-02-28,775000,743000,2.816,30,318,3191.03,0.585,1270000,0
M0108416,C0108416,2020-06-10,275000,255000,3.81,30,285,1282.95,0.691,369000,0
M0108417,C0108417,2021-03-08,364000,341000,5.397,30,294,2043.29,0.628,543000,0
M0108418,C0108418,2020-11-06,802000,747000,6.206,30,290,4915.12,0.499,1496000,1
M0108419,C0108419,2021-12-02,344000,325000,3.936,30,303,1629.64,0.671,484000,0
M0108420,C0108420,2024-08-11,486000,474000,5.605,30,335,2791.56,0.725,654000,0
M0108421,C0108421,2021-09-25,436000,386000,6.282,15,121,3745.97,0.449,860000,0
M0108422,C0108422,2021-05-27,277000,260000,5.429,30,297,1560.46,0.564,461000,0
M0108423,C0108423,2023-06-15,269000,259000,4.817,30,322,1414.12,0.604,429000,0
M0108424,C0108424,2021-11-15,592000,559000,3.869,30,303,2781.77,0.486,1150000,0
M0108425,C0108425,2021-12-30,326000,308000,6.35,30,304,2028.49,0.571,539000,0
M0108426,C0108426,2021-11-06,198000,176000,4.78,15,122,1543.17,0.548,321000,0
M0108427,C0108427,2021-07-24,563000,529000,7.311,30,299,3863.97,0.637,831000,0
M0108428,C0108428,2021-09-02,80000,75000,5.695,30,300,464.07,0.532,141000,0
M0108429,C0108429,2021-10-23,722000,681000,5.906,30,302,4285.22,0.528,1289000,0
M0108430,C0108430,2023-10-12,299000,289000,6.416,30,326,1873.4,0.715,404000,0
M0108431,C0108431,2021-07-11,329000,309000,5.099,30,298,1786.1,0.512,604000,0
M0108432,C0108432,2024-10-19,342000,334000,6.017,30,338,2054.2,0.617,541000,0
M0108433,C0108433,2020-05-11,638000,591000,4.79,30,284,3343.51,0.592,998000,0
M0108434,C0108434,2020-12-08,358000,334000,4.619,30,291,1839.33,0.484,690000,0
M0108435,C0108435,2024-02-02,324000,314000,4.497,30,329,1641.08,0.709,443000,0
M0108436,C0108436,2025-04-04,204000,201000,4.962,30,343,1090.38,0.609,330000,0
M0108437,C0108437,2024-10-04,229000,224000,7.764,30,337,1642.8,0.615,364000,0
M0108438,C0108438,2021-08-06,452000,398000,4.506,15,119,3459.16,0.518,769000,0
M0108439,C0108439,2025-06-28,366000,361000,6.175,30,346,2235.7,0.696,519000,0
M0108440,C0108440,2025-02-07,762000,748000,5.25,30,341,4207.79,0.684,1094000,0
M0108441,C0108441,2021-07-01,218000,205000,4.25,30,298,1072.43,0.73,281000,0
M0108442,C0108442,2022-10-03,184000,167000,6.371,15,133,1589.82,0.488,342000,0
M0108443,C0108443,2023-09-08,381000,368000,4.946,30,324,2032.73,0.732,503000,0
M0108444,C0108444,2024-01-15,314000,304000,5.009,30,329,1687.35,0.566,537000,0
M0108445,C0108445,2022-08-31,180000,163000,6.691,15,132,1586.95,0.712,229000,0
M0108446,C0108446,2023-11-26,253000,245000,5.212,30,327,1391.13,0.572,428000,0
M0108447,C0108447,2025-04-04,466000,458000,5.746,30,343,2718.27,0.692,662000,0
M0108448,C0108448,2022-12-21,169000,162000,5.469,30,316,956.28,0.547,296000,0
M0108449,C0108449,2020-02-21,186000,172000,5.397,30,282,1044.1,0.506,340000,0
M0108450,C0108450,2022-08-15,228000,217000,4.048,30,312,1094.83,0.48,452000,0
M0108451,C0108451,2022-03-03,230000,218000,6.444,30,306,1445.3,0.524,416000,0
M0108452,C0108452,2023-09-15,487000,470000,5.744,30,325,2840.14,0.493,954000,0
M0108453,C0108453,2024-12-12,248000,243000,6.395,30,340,1550.44,0.503,483000,0
M0108454,C0108454,2021-03-24,741000,646000,5.627,15,115,6104.64,0.596,1083000,0
M0108455,C0108455,2023-04-06,195000,187000,6.662,30,319,1253.38,0.619,302000,0
M0108456,C0108456,2025-03-25,393000,380000,5.667,15,163,3246.07,0.62,613000,0
M0108457,C0108457,2023-10-27,321000,310000,7.009,30,326,2137.56,0.639,485000,0
M0108458,C0108458,2025-06-27,328000,323000,4.504,30,346,1662.71,0.546,592000,0
M0108459,C0108459,2020-07-01,96000,82000,4.63,15,106,740.79,0.554,148000,0
M0108460,C0108460,2019-10-06,189000,174000,7.466,30,277,1317.12,0.474,367000,0
M0108461,C0108461,2020-06-11,301000,279000,6.41,30,285,1884.74,0.556,502000,0
M0108462,C0108462,2020-10-26,122000,114000,7.552,30,290,857.39,0.633,180000,0
M0108463,C0108463,2020-12-15,80000,75000,6.174,30,292,488.63,0.497,151000,0
M0108464,C0108464,2022-11-14,177000,161000,5.194,15,135,1417.66,0.516,312000,0
M0108465,C0108465,2023-05-15,388000,373000,7.554,30,321,2727.31,0.646,577000,0
M0108466,C0108466,2025-03-22,416000,409000,3.5,30,343,1868.03,0.512,799000,0
M0108467,C0108467,2020-01-16,178000,164000,6.38,30,281,1111.07,0.582,282000,0
M0108468,C0108468,2025-08-07,296000,292000,2.8,30,347,1216.25,0.741,394000,0
M0108469,C0108469,2024-01-18,405000,392000,7.157,30,329,2737.31,0.52,754000,0
M0108470,C0108470,2023-02-12,636000,609000,4.37,30,318,3173.58,0.538,1131000,0
M0108471,C0108471,2021-09-24,623000,587000,5.163,30,301,3406.74,0.737,797000,0
M0108472,C0108472,2019-09-17,517000,475000,4.436,30,277,2599.94,0.68,699000,0
M0108473,C0108473,2022-07-23,250000,238000,6.151,30,311,1523.23,0.496,480000,0
M0108474,C0108474,2020-10-20,320000,298000,5.297,30,290,1776.38,0.727,410000,0
M0108475,C0108475,2023-01-27,340000,326000,7.02,30,317,2266.6,0.577,565000,0
M0108476,C0108476,2019-10-07,294000,270000,4.775,30,277,1538.08,0.709,381000,0
M0108477,C0108477,2024-07-26,165000,161000,4.201,30,335,806.97,0.521,309000,0
M0108478,C0108478,2023-04-03,674000,620000,4.982,15,139,5323.63,0.672,922000,0
M0108479,C0108479,2024-04-04,407000,395000,7.302,30,331,2790.83,0.571,692000,0
M0108480,C0108480,2024-02-05,506000,491000,6.647,30,329,3247.34,0.488,1007000,0
M0108481,C0108481,2020-10-08,456000,424000,6.772,30,289,2964.28,0.532,797000,0
M0108482,C0108482,2021-06-07,264000,248000,4.894,30,297,1400.16,0.605,410000,0
M0108483,C0108483,2021-09-08,155000,137000,4.048,15,120,1150.25,0.581,236000,0
M0108484,C0108484,2025-03-04,477000,469000,7.064,30,342,3194.02,0.501,937000,0
M0108485,C0108485,2020-02-11,462000,427000,3.985,30,282,2201.67,0.547,781000,0
M0108486,C0108486,2020-01-13,379000,350000,5.507,30,281,2153.59,0.462,757000,0
M0108487,C0108487,2021-08-11,961000,904000,4.768,30,299,5023.46,0.726,1246000,0
M0108488,C0108488,2023-04-04,247000,237000,5.583,30,319,1415.33,0.516,459000,0
M0108489,C0108489,2025-05-01,280000,276000,3.62,30,344,1276.16,0.71,389000,0
M0108490,C0108490,2023-01-05,363000,347000,6.436,30,316,2279.15,0.634,547000,0
M0108491,C0108491,2024-12-31,256000,251000,7.008,30,340,1704.55,0.564,445000,1
M0108492,C0108492,2021-10-14,291000,274000,6.649,30,302,1867.93,0.507,540000,0
M0108493,C0108493,2021-05-11,549000,515000,4.276,30,296,2709.11,0.56,920000,0
M0108494,C0108494,2025-04-05,237000,233000,5.978,30,343,1417.58,0.74,315000,0
M0108495,C0108495,2024-03-11,245000,238000,5.312,30,330,1362.32,0.775,307000,0
M0108496,C0108496,2021-10-23,437000,387000,5.499,15,122,3570.42,0.465,832000,0
M0108497,C0108497,2024-03-16,169000,164000,7.325,30,331,1161.49,0.667,246000,0
M0108498,C0108498,2020-07-29,315000,293000,5.021,30,287,1695.03,0.531,552000,0
M0108499,C0108499,2023-04-06,306000,294000,6.247,30,319,1883.5,0.524,561000,0
M0108500,C0108500,2021-08-29,448000,422000,3.58,30,300,2031.78,0.53,796000,0
M0108501,C0108501,2021-03-24,490000,459000,5.579,30,295,2806.5,0.706,650000,0
M0108502,C0108502,2022-01-28,303000,287000,6.524,30,305,1919.95,0.517,555000,0
M0108503,C0108503,2021-11-12,314000,296000,5.335,30,303,1750.49,0.491,603000,0
M0108504,C0108504,2022-04-03,322000,305000,6.176,30,307,1967.14,0.513,594000,0
M0108505,C0108505,2024-07-13,281000,274000,4.608,30,335,1441.87,0.597,459000,0
M0108506,C0108506,2023-12-07,625000,605000,4.987,30,327,3350.17,0.691,875000,0
M0108507,C0108507,2020-04-28,421000,390000,5.352,30,284,2351.45,0.539,724000,0
M0108508,C0108508,2023-08-02,617000,595000,4.903,30,323,3275.71,0.543,1095000,0
M0108509,C0108509,2019-11-13,211000,194000,6.488,30,279,1332.0,0.632,307000,0
M0108510,C0108510,2022-03-31,613000,549000,6.702,15,127,5408.19,0.517,1061000,0
M0108511,C0108511,2020-12-12,348000,301000,6.212,15,112,2976.63,0.454,663000,0
M0108512,C0108512,2024-04-25,461000,448000,2.8,30,332,1894.22,0.633,708000,0
M0108513,C0108513,2024-07-16,126000,123000,5.15,30,335,687.99,0.591,208000,0
M0108514,C0108514,2023-05-29,739000,711000,6.426,30,321,4635.08,0.538,1321000,0
M0108515,C0108515,2020-12-08,408000,381000,5.32,30,291,2270.71,0.517,737000,0
M0108516,C0108516,2021-07-31,832000,782000,5.255,30,299,4596.91,0.542,1442000,0
M0108517,C0108517,2022-07-27,571000,544000,6.529,30,311,3620.01,0.579,940000,0
M0108518,C0108518,2024-08-11,118000,112000,6.585,15,155,1033.43,0.533,210000,0
M0108519,C0108519,2025-07-11,701000,691000,6.158,30,346,4274.32,0.523,1321000,0
M0108520,C0108520,2024-12-04,360000,353000,3.863,30,339,1690.38,0.51,692000,0
M0108521,C0108521,2021-09-11,452000,426000,4.269,30,301,2228.6,0.6,710000,0
M0108522,C0108522,2019-12-18,430000,396000,5.933,30,280,2559.57,0.516,767000,1
M0108523,C0108523,2019-11-03,312000,287000,3.212,30,278,1351.35,0.592,485000,0
M0108524,C0108524,2021-02-08,268000,251000,7.304,30,293,1838.06,0.494,508000,0
M0108525,C0108525,2023-02-09,466000,447000,5.65,30,317,2689.92,0.512,873000,0
M0108526,C0108526,2021-05-22,216000,203000,4.726,30,297,1123.64,0.518,392000,0
M0108527,C0108527,2025-04-26,332000,327000,4.915,30,344,1765.04,0.609,537000,0
M0108528,C0108528,2023-08-02,661000,637000,6.828,30,323,4321.56,0.583,1093000,0
M0108529,C0108529,2024-04-24,178000,173000,4.114,30,332,861.54,0.526,329000,0
M0108530,C0108530,2019-11-09,297000,273000,3.385,30,278,1314.67,0.715,382000,0
M0108531,C0108531,2022-05-07,588000,558000,4.407,30,308,2946.91,0.566,985000,0
M0108532,C0108532,2020-01-25,218000,201000,5.825,30,281,1282.59,0.644,312000,0
M0108533,C0108533,2020-12-14,126000,118000,7.262,30,292,860.57,0.551,214000,0
M0108534,C0108534,2021-04-20,122000,107000,6.839,15,116,1085.62,0.546,196000,0
M0108535,C0108535,2024-08-01,259000,253000,5.02,30,335,1393.54,0.565,448000,0
M0108536,C0108536,2025-03-26,761000,748000,5.811,30,343,4470.52,0.744,1005000,0
M0108537,C0108537,2024-05-19,224000,218000,5.883,30,333,1326.19,0.5,436000,0
M0108538,C0108538,2020-09-30,284000,264000,5.744,30,289,1656.26,0.551,479000,0
M0108539,C0108539,2020-03-02,337000,311000,3.334,30,282,1482.23,0.627,496000,0
M0108540,C0108540,2021-07-03,570000,535000,5.155,30,298,3114.11,0.508,1053000,0
M0108541,C0108541,2020-05-30,503000,466000,6.369,30,285,3136.09,0.526,886000,0
M0108542,C0108542,2025-04-02,304000,294000,7.552,15,163,2827.11,0.61,482000,0
M0108543,C0108543,2020-03-16,442000,409000,5.938,30,283,2632.42,0.634,645000,0
M0108544,C0108544,2025-01-19,557000,546000,6.702,30,341,3594.94,0.658,830000,0
M0108545,C0108545,2024-08-23,144000,137000,6.471,15,156,1252.1,0.737,186000,0
M0108546,C0108546,2020-09-21,271000,233000,5.082,15,109,2154.64,0.559,417000,0
M0108547,C0108547,2020-02-08,180000,152000,4.031,15,101,1334.24,0.517,294000,0
M0108548,C0108548,2024-09-30,228000,223000,6.745,30,337,1478.05,0.52,429000,0
M0108549,C0108549,2023-08-29,454000,438000,7.538,30,324,3186.26,0.556,788000,0
M0108550,C0108550,2020-09-28,180000,168000,5.036,30,289,970.24,0.661,254000,0
M0108551,C0108551,2022-08-07,1040000,990000,6.811,30,311,6787.64,0.482,2052000,0
M0108552,C0108552,2023-04-10,456000,438000,5.665,30,319,2636.52,0.678,646000,0
M0108553,C0108553,2022-12-17,245000,234000,3.982,30,316,1167.13,0.557,420000,0
M0108554,C0108554,2023-12-08,307000,297000,5.552,30,327,1753.14,0.647,459000,0
M0108555,C0108555,2019-11-01,172000,158000,4.875,30,278,910.24,0.684,231000,0
M0108556,C0108556,2022-07-18,157000,149000,5.987,30,311,939.98,0.509,293000,0
M0108557,C0108557,2024-02-14,270000,262000,5.939,30,330,1608.21,0.573,457000,0
M0108558,C0108558,2020-04-30,630000,583000,4.79,30,284,3301.58,0.563,1035000,0
M0108559,C0108559,2019-12-15,162000,137000,4.061,15,100,1203.25,0.573,239000,0
M0108560,C0108560,2025-04-24,607000,597000,4.996,30,344,3257.02,0.536,1113000,0
M0108561,C0108561,2019-12-12,299000,275000,7.205,30,280,2030.59,0.487,565000,0
M0108562,C0108562,2019-11-23,369000,340000,4.209,30,279,1806.41,0.491,693000,0
M0108563,C0108563,2020-03-12,340000,314000,6.297,30,283,2103.84,0.709,443000,0
M0108564,C0108564,2024-11-04,483000,473000,6.158,30,338,2945.07,0.7,676000,0
M0108565,C0108565,2023-07-22,567000,546000,4.893,30,323,3006.81,0.717,761000,0
M0108566,C0108566,2020-07-01,294000,273000,4.573,30,286,1502.43,0.628,435000,0
M0108567,C0108567,2023-06-13,423000,407000,6.153,30,322,2577.86,0.72,565000,0
M0108568,C0108568,2023-01-30,628000,575000,5.469,15,137,5120.96,0.662,868000,0
M0108569,C0108569,2024-06-22,492000,467000,4.946,15,154,3876.88,0.533,876000,0
M0108570,C0108570,2023-03-08,267000,245000,6.019,15,138,2255.84,0.524,468000,0
M0108571,C0108571,2022-11-05,297000,284000,7.289,30,314,2033.93,0.654,434000,0
M0108572,C0108572,2023-04-02,200000,192000,6.864,30,319,1312.39,0.513,374000,0
M0108573,C0108573,2024-03-16,813000,789000,5.641,30,331,4688.3,0.554,1424000,0
M0108574,C0108574,2025-03-02,382000,368000,2.8,15,162,2601.43,0.612,601000,0
M0108575,C0108575,2021-12-08,162000,153000,5.237,30,303,893.27,0.746,205000,0
M0108576,C0108576,2025-04-27,215000,212000,4.396,30,344,1076.13,0.565,375000,0
M0108577,C0108577,2020-06-29,304000,282000,5.276,30,286,1683.6,0.505,558000,0
M0108578,C0108578,2025-04-05,641000,630000,5.116,30,343,3486.61,0.693,909000,0
M0108579,C0108579,2020-01-02,298000,275000,5.153,30,280,1627.71,0.689,399000,0
M0108580,C0108580,2022-05-16,443000,421000,6.684,30,309,2853.88,0.64,658000,0
M0108581,C0108581,2023-01-27,229000,219000,5.25,30,317,1264.55,0.538,407000,0
M0108582,C0108582,2020-08-14,452000,388000,5.202,15,108,3622.13,0.435,891000,0
M0108583,C0108583,2023-02-09,628000,602000,6.024,30,317,3774.87,0.621,970000,0
M0108584,C0108584,2024-11-13,486000,476000,4.337,30,339,2415.65,0.523,910000,0
M0108585,C0108585,2022-08-12,96000,91000,5.128,30,312,522.88,0.52,175000,0
M0108586,C0108586,2022-10-08,304000,290000,3.993,30,313,1450.12,0.498,582000,0
M0108587,C0108587,2020-03-25,193000,178000,6.185,30,283,1180.19,0.528,337000,0
M0108588,C0108588,2022-08-07,458000,414000,5.755,15,131,3804.5,0.461,898000,0
M0108589,C0108589,2025-03-23,339000,333000,7.776,30,343,2434.73,0.507,657000,0
M0108590,C0108590,2023-09-01,771000,717000,3.703,15,144,5588.92,0.729,983000,1
M0108591,C0108591,2023-11-11,278000,269000,6.567,30,326,1769.42,0.591,455000,0
M0108592,C0108592,2024-05-10,340000,331000,3.571,30,332,1540.26,0.65,509000,0
M0108593,C0108593,2024-07-07,308000,300000,4.405,30,334,1543.25,0.516,581000,0
M0108594,C0108594,2025-03-23,469000,453000,3.14,15,163,3270.5,0.621,730000,0
M0108595,C0108595,2021-01-18,202000,189000,5.576,30,293,1156.58,0.483,391000,0
M0108596,C0108596,2023-04-28,199000,191000,5.8,30,320,1167.64,0.497,384000,0
M0108597,C0108597,2023-06-06,247000,228000,5.146,15,141,1972.1,0.606,376000,0
M0108598,C0108598,2023-02-05,439000,421000,3.096,30,317,1873.65,0.57,738000,0
M0108599,C0108599,2019-12-01,551000,507000,4.914,30,279,2928.99,0.724,700000,1
M0108600,C0108600,2021-07-01,313000,275000,5.642,15,118,2581.12,0.579,475000,0
M0108601,C0108601,2019-10-29,441000,406000,4.494,30,278,2232.91,0.528,769000,0
M0108602,C0108602,2022-02-06,423000,400000,5.469,30,305,2393.53,0.671,596000,0
M0108603,C0108603,2020-05-31,318000,295000,6.689,30,285,2049.66,0.678,435000,0
M0108604,C0108604,2020-02-23,315000,291000,4.869,30,282,1665.86,0.47,619000,0
M0108605,C0108605,2022-08-24,480000,457000,4.304,30,312,2376.51,0.564,810000,0
M0108606,C0108606,2022-09-30,854000,815000,5.411,30,313,4801.34,0.57,1429000,0
M0108607,C0108607,2020-02-12,537000,496000,7.497,30,282,3753.68,0.495,1002000,0
M0108608,C0108608,2021-05-15,598000,561000,6.056,30,297,3606.87,0.563,997000,0
M0108609,C0108609,2023-06-09,909000,874000,3.84,30,321,4256.28,0.554,1577000,0
M0108610,C0108610,2023-10-12,231000,223000,6.992,30,326,1535.61,0.652,342000,0
M0108611,C0108611,2023-05-05,465000,447000,5.044,30,320,2508.74,0.627,713000,0
M0108612,C0108612,2024-02-29,679000,659000,5.243,30,330,3746.52,0.667,988000,0
M0108613,C0108613,2022-11-11,524000,501000,4.082,30,315,2526.49,0.563,890000,0
M0108614,C0108614,2021-08-28,243000,229000,5.663,30,300,1404.68,0.556,412000,0
M0108615,C0108615,2021-07-08,220000,207000,3.35,30,298,969.57,0.685,302000,0
M0108616,C0108616,2025-06-11,742000,731000,4.261,30,345,3654.97,0.54,1353000,0
M0108617,C0108617,2025-04-25,403000,397000,6.169,30,344,2460.15,0.706,562000,0
M0108618,C0108618,2021-12-05,382000,361000,5.639,30,303,2202.39,0.536,674000,0
M0108619,C0108619,2022-06-26,331000,315000,4.671,30,310,1710.93,0.734,429000,0
M0108620,C0108620,2025-05-09,697000,686000,5.287,30,344,3864.85,0.508,1351000,0
M0108621,C0108621,2019-11-27,533000,491000,6.267,30,279,3287.67,0.712,690000,0
M0108622,C0108622,2019-11-01,299000,275000,5.921,30,278,1777.5,0.709,388000,0
M0108623,C0108623,2025-04-17,517000,500000,6.228,15,164,4426.68,0.735,680000,0
M0108624,C0108624,2025-08-30,358000,354000,4.193,30,348,1749.22,0.622,569000,0
M0108625,C0108625,2025-03-07,507000,498000,4.722,30,342,2636.2,0.591,843000,0
M0108626,C0108626,2021-10-16,646000,572000,7.629,15,122,6035.95,0.649,881000,0
M0108627,C0108627,2020-01-15,608000,561000,5.064,30,281,3287.7,0.509,1102000,0
M0108628,C0108628,2023-04-07,138000,132000,4.994,30,319,740.31,0.714,185000,0
M0108629,C0108629,2020-09-17,424000,394000,5.635,30,289,2443.46,0.476,828000,0
M0108630,C0108630,2024-06-08,686000,668000,5.743,30,333,4000.26,0.618,1081000,0
M0108631,C0108631,2025-09-10,229000,226000,4.403,30,348,1147.15,0.595,380000,0
M0108632,C0108632,2022-10-21,886000,846000,2.8,30,314,3640.52,0.524,1616000,1
M0108633,C0108633,2022-12-28,447000,428000,5.146,30,316,2439.64,0.511,837000,0
M0108634,C0108634,2019-09-21,529000,443000,5.479,15,97,4316.48,0.453,977000,0
M0108635,C0108635,2023-11-04,529000,494000,3.554,15,146,3795.77,0.621,795000,0
M0108636,C0108636,2023-02-08,167000,160000,5.793,30,317,979.13,0.53,302000,0
M0108637,C0108637,2024-09-10,539000,526000,5.869,30,336,3186.32,0.742,709000,1
M0108638,C0108638,2023-04-18,419000,402000,6.57,30,320,2667.68,0.558,721000,0
M0108639,C0108639,2025-05-20,262000,258000,4.292,30,345,1295.33,0.648,398000,0
M0108640,C0108640,2023-08-22,738000,712000,5.904,30,324,4379.24,0.764,932000,0
M0108641,C0108641,2024-03-13,127000,123000,6.107,30,331,770.19,0.526,234000,0
M0108642,C0108642,2023-06-07,241000,232000,7.126,30,321,1623.82,0.504,460000,0
M0108643,C0108643,2021-10-13,678000,639000,6.437,30,302,4257.37,0.701,912000,0
M0108644,C0108644,2020-12-28,543000,507000,6.662,30,292,3490.18,0.68,746000,0
M0108645,C0108645,2023-11-16,250000,242000,5.668,30,327,1445.94,0.718,337000,0
M0108646,C0108646,2020-06-15,230000,213000,5.003,30,286,1235.11,0.463,460000,0
M0108647,C0108647,2023-11-08,302000,292000,6.897,30,326,1988.37,0.749,390000,0
M0108648,C0108648,2025-03-24,399000,392000,4.104,30,343,1928.89,0.554,707000,0
M0108649,C0108649,2024-02-15,276000,259000,7.178,15,150,2508.31,0.734,353000,0
M0108650,C0108650,2024-04-04,330000,321000,6.371,30,331,2057.91,0.56,573000,0
M0108651,C0108651,2025-02-11,361000,354000,5.13,30,342,1966.71,0.496,714000,0
M0108652,C0108652,2021-09-29,293000,276000,3.752,30,301,1357.26,0.683,404000,0
M0108653,C0108653,2022-02-21,278000,263000,5.423,30,306,1565.05,0.536,491000,0
M0108654,C0108654,2023-11-13,194000,188000,4.801,30,327,1017.97,0.545,345000,0
M0108655,C0108655,2021-04-24,345000,323000,3.759,30,296,1599.51,0.626,516000,0
M0108656,C0108656,2024-05-16,341000,332000,4.871,30,333,1803.77,0.509,652000,0
M0108657,C0108657,2019-10-27,219000,201000,6.493,30,278,1383.22,0.518,388000,0
M0108658,C0108658,2023-08-08,402000,387000,5.489,30,323,2279.74,0.683,567000,0
M0108659,C0108659,2024-05-03,629000,612000,5.235,30,332,3467.52,0.717,853000,0
M0108660,C0108660,2021-03-20,360000,314000,3.775,15,115,2622.47,0.463,678000,0
M0108661,C0108661,2024-09-20,433000,413000,5.299,15,157,3491.96,0.747,553000,0
M0108662,C0108662,2019-12-12,572000,527000,7.231,30,280,3894.68,0.484,1088000,0
M0108663,C0108663,2021-06-16,343000,322000,5.541,30,298,1956.35,0.711,453000,0
M0108664,C0108664,2024-06-19,545000,531000,5.102,30,334,2959.75,0.512,1038000,0
M0108665,C0108665,2023-10-05,110000,102000,6.323,15,145,947.55,0.642,159000,0
M0108666,C0108666,2019-11-25,245000,226000,6.892,30,279,1612.26,0.497,455000,0
M0108667,C0108667,2022-08-25,201000,192000,7.019,30,312,1339.82,0.478,402000,0
M0108668,C0108668,2022-05-29,706000,671000,5.879,30,309,4178.06,0.651,1031000,0
M0108669,C0108669,2021-06-13,479000,450000,3.694,30,298,2203.13,0.498,903000,0
M0108670,C0108670,2024-02-28,191000,185000,6.591,30,330,1218.7,0.526,352000,0
M0108671,C0108671,2023-03-08,214000,205000,5.068,30,318,1157.71,0.52,394000,0
M0108672,C0108672,2023-03-07,176000,169000,4.921,30,318,936.33,0.643,263000,0
M0108673,C0108673,2023-06-21,411000,396000,4.429,30,322,2065.17,0.515,769000,0
M0108674,C0108674,2023-10-24,384000,371000,6.097,30,326,2326.28,0.493,752000,0
M0108675,C0108675,2023-01-23,282000,270000,6.553,30,317,1792.27,0.761,355000,0
M0108676,C0108676,2020-12-22,225000,210000,4.765,30,292,1175.74,0.504,417000,0
M0108677,C0108677,2022-12-16,343000,328000,6.207,30,316,2102.33,0.727,451000,0
M0108678,C0108678,2025-03-03,1265000,1242000,6.709,30,342,8170.32,0.699,1777000,0
M0108679,C0108679,2025-09-10,288000,285000,5.903,30,348,1708.79,0.645,442000,0
M0108680,C0108680,2025-07-27,618000,610000,5.501,30,347,3509.32,0.496,1230000,0
M0108681,C0108681,2024-07-25,300000,293000,5.332,30,335,1671.88,0.545,538000,0
M0108682,C0108682,2021-02-17,566000,493000,4.778,15,114,4410.71,0.437,1128000,0
M0108683,C0108683,2022-01-16,471000,445000,6.337,30,305,2926.73,0.612,727000,0
M0108684,C0108684,2023-08-09,343000,318000,6.753,15,143,3035.81,0.517,615000,0
M0108685,C0108685,2025-08-04,480000,474000,5.645,30,347,2769.21,0.564,841000,0
M0108686,C0108686,2023-09-23,634000,590000,5.011,15,145,5017.27,0.742,795000,0
M0108687,C0108687,2024-01-15,360000,349000,6.041,30,329,2167.88,0.735,475000,0
M0108688,C0108688,2022-09-19,318000,303000,4.507,30,313,1612.58,0.756,401000,0
M0108689,C0108689,2023-01-21,486000,465000,6.883,30,317,3195.27,0.597,779000,0
M0108690,C0108690,2024-08-30,787000,768000,6.756,30,336,5107.61,0.58,1324000,0
M0108691,C0108691,2023-01-18,174000,167000,6.047,30,317,1048.48,0.749,223000,0
M0108692,C0108692,2024-12-21,185000,178000,5.029,15,160,1465.76,0.669,266000,0
M0108693,C0108693,2025-05-30,707000,686000,5.289,15,165,5697.92,0.528,1300000,0
M0108694,C0108694,2020-02-27,266000,246000,3.586,30,282,1207.27,0.689,357000,0
M0108695,C0108695,2020-06-12,649000,602000,4.657,30,286,3349.21,0.526,1145000,0
M0108696,C0108696,2019-09-24,249000,229000,6.308,30,277,1542.54,0.578,396000,0
M0108697,C0108697,2025-02-25,276000,271000,4.649,30,342,1422.99,0.749,362000,1
M0108698,C0108698,2021-08-19,586000,551000,8.0,30,300,4299.86,0.522,1056000,0
M0108699,C0108699,2020-06-12,503000,466000,4.954,30,286,2686.09,0.492,948000,0
M0108700,C0108700,2023-04-15,198000,190000,4.48,30,320,1000.89,0.581,327000,0
M0108701,C0108701,2019-10-04,470000,432000,5.871,30,277,2779.03,0.554,780000,0
M0108702,C0108702,2019-11-26,249000,229000,5.92,30,279,1480.1,0.711,322000,0
M0108703,C0108703,2024-08-16,433000,423000,7.002,30,336,2881.34,0.498,850000,0
M0108704,C0108704,2020-07-02,359000,333000,5.218,30,286,1975.3,0.486,685000,0
M0108705,C0108705,2025-04-10,320000,315000,4.523,30,343,1625.77,0.494,638000,0
M0108706,C0108706,2024-10-06,256000,250000,4.859,30,337,1352.29,0.541,462000,0
M0108707,C0108707,2024-12-20,151000,148000,6.824,30,340,986.82,0.571,259000,0
M0108708,C0108708,2019-10-24,254000,234000,7.305,30,278,1742.21,0.483,484000,0
M0108709,C0108709,2020-08-01,493000,423000,4.844,15,107,3858.67,0.439,963000,0
M0108710,C0108710,2024-01-08,438000,424000,5.335,30,328,2441.76,0.499,850000,0
M0108711,C0108711,2019-11-13,230000,212000,7.021,30,279,1533.44,0.721,294000,0
M0108712,C0108712,2024-12-05,606000,594000,6.309,30,339,3754.53,0.536,1109000,0
M0108713,C0108713,2022-02-24,419000,397000,4.853,30,306,2211.79,0.62,640000,0
